school_key,urn,establishment_number,dfe_number,school_name,school_type,school_status,religious_character,statutory_low_age,statutory_high_age,percentage_fsm,administrative_district,school_capacity,census_date,number_of_pupils,number_of_boys,number_of_girls,number_of_fsm,ofsted_rating_name,ofsted_last_insp,street,locality,address3,town,county,postcode,school_website,telephone_num,head_title,head_first_name,head_last_name,head_preferred_job_title,ofsted_rating_score
107,115919,2116,850/2116,Bosmere Junior School,Local authority maintained schools,Open,Does not apply,7,11,16.6,Havant,360,21-01-2021,356,173,183,59,Good,23-01-2018,South Street,,,Havant,Hampshire,PO9 1DA,www.bosmere.hants.sch.uk/,02392482988,Mrs,Kathryn,Robinson,Headteacher,2
108,115920,2117,850/2117,Itchen Abbas Primary School,Local authority maintained schools,Open,Does not apply,4,11,8.9,Winchester,91,21-01-2021,90,37,53,8,Good,24-04-2018,School Lane,Itchen Abbas,,Winchester,Hampshire,SO21 1BE,,01962779310,Mrs,Aimee,Dear,Headteacher,2
110,115921,2119,850/2119,Ashford Hill Primary School,Local authority maintained schools,Open,Does not apply,4,11,5.8,Basingstoke and Deane,140,21-01-2021,138,67,71,8,Inadequate,12-11-2021,Ashford Hill Road,Ashford Hill,,THATCHAM,Berkshire,RG19 8BB,www.ashfordhillprimary.co.uk,01189813822,Miss,Sharon,Pole,Headteacher,4
111,115922,2120,850/2120,Kings Worthy Primary School,Local authority maintained schools,Open,Does not apply,4,11,11.1,Winchester,436,21-01-2021,434,224,210,48,Good,07-02-2017,Church Lane,Kings Worthy,,Winchester,Hampshire,SO23 7QS,http://www.kingsworthy.hants.sch.uk,01962881410,Mr,Jamie,Dodson,Headteacher,2
114,115924,2125,850/2125,Langrish Primary School,Local authority maintained schools,Open,Does not apply,4,11,5,East Hampshire,210,21-01-2021,199,84,115,10,Good,23-10-2019,Ramsdean Road,Stroud,,Petersfield,Hampshire,GU32 3PJ,http://www.langrish.hants.sch.uk,01730263883,Mrs,Sarah,Wright,Headteacher,2
115,115925,2127,850/2127,Liss Junior School,Local authority maintained schools,Open,Does not apply,7,11,12.7,East Hampshire,243,21-01-2021,221,120,101,28,Good,26-09-2018,Hillbrow Road,,,Liss,Hampshire,GU33 7LQ,http://www.lissfederation.hants.sch.uk/,01730892292,Mrs,Jilly,Myers,Headteacher,2
116,115926,2128,850/2128,Locks Heath Junior School,Local authority maintained schools,Open,Does not apply,7,11,7,Fareham,512,21-01-2021,454,226,228,32,Good,09-05-2019,Warsash Road,Locks Heath,,Southampton,Hampshire,SO31 9NZ,http://www.locksheathjunior.com/,01489572226,Mrs,Natasha,Farrell,Headteacher,2
118,115928,2137,850/2137,New Milton Infant School,Local authority maintained schools,Open,Does not apply,4,7,23.6,New Forest,270,21-01-2021,277,160,117,63,Outstanding,14-09-2010,Lymington Road,,,New Milton,Hampshire,BH25 6PZ,http://www.nmis.hants.sch.uk,01425610568,Mrs,Amy,Wake,Headteacher,1
119,115929,2140,850/2140,New Milton Junior School,Local authority maintained schools,Open,Does not apply,7,11,21.4,New Forest,372,21-01-2021,374,178,196,80,Good,08-12-2021,Old Milton Road,,,New Milton,Hampshire,BH25 6DS,http://www.newmiltonjuniorschool.co.uk,01425614633,Mr,K,Geary,Headteacher,2
121,115931,2147,850/2147,Newtown Soberton Infant School,Local authority maintained schools,Open,Does not apply,4,7,15.8,Winchester,75,21-01-2021,57,23,34,9,Good,23-05-2018,Church Road,Newtown,,Fareham,Hampshire,PO17 6LJ,http://www.newtownsoberton.hants.sch.uk,01329833161,Mrs,Emma,Howell,Headteacher,2
122,115932,2148,850/2148,North Waltham Primary School,Local authority maintained schools,Open,Does not apply,4,11,2.7,Basingstoke and Deane,160,21-01-2021,150,73,77,4,Good,15-09-2021,Church Road,North Waltham,,Basingstoke,Hampshire,RG25 2BL,http://www.northwaltham.hants.sch.uk,01256397344,Mr,Jeff,Maidment,Headteacher,2
123,115933,2155,850/2155,Buryfields Infant School,Local authority maintained schools,Open,Does not apply,4,7,8.5,Hart,210,21-01-2021,189,101,88,16,Good,06-06-2019,Buryfields,Odiham,,Hook,Hampshire,RG29 1NE,http://www.buryfieldsinfants.co.uk,01256702667,Miss,Lauren,English,Headteacher,2
124,115934,2157,850/2157,Owslebury Primary School,Local authority maintained schools,Open,Does not apply,4,11,22.2,Winchester,100,21-01-2021,90,51,39,20,Good,16-05-2017,Beech Grove,Owslebury,,Winchester,Hampshire,SO21 1LS,http://www.owslebury.hants.sch.uk,01962777452,Mr,Jon,Flynn,Headteacher,2
125,115935,2161,850/2161,Northern Junior School,Local authority maintained schools,Open,Does not apply,7,11,12.3,Fareham,240,21-01-2021,211,113,98,26,Good,04-12-2019,Richmond Rise,Portchester,,Fareham,Hampshire,PO16 8DG,www.northernfederation.org.uk,02392370613,Mr,J,Bailey,Executive Headteacher,2
126,115936,2162,850/2162,Petersfield Infant School,Local authority maintained schools,Open,Does not apply,4,7,10.1,East Hampshire,360,21-01-2021,337,162,175,34,Outstanding,27-11-2008,St Peter's Road,,,Petersfield,Hampshire,GU32 3HX,www.petersfieldinfantschool.co.uk,01730263048,Mrs,Crissy,Hodgkinson,Headteacher,1
127,115937,2167,850/2167,Purbrook Infant School,Local authority maintained schools,Open,Does not apply,4,7,19.3,Havant,270,21-01-2021,269,120,149,52,Good,19-03-2019,Aldermoor Road East,Purbrook,,Waterlooville,Hampshire,PO7 5NQ,www.purbrook-inf.hants.sch.uk,02392610761,Mrs,Lisa,De Carteret,Interim Headteacher,2
128,115938,2168,850/2168,Wicor Primary School,Local authority maintained schools,Open,Does not apply,4,11,9.7,Fareham,436,21-01-2021,433,213,220,42,Good,26-06-2019,Hatherley Crescent,Portchester,,Fareham,Hampshire,PO16 9DL,www.wicor.hants.sch.uk/,01329237412,Mr,Mark,Wildman,Headteacher,2
129,115939,2169,850/2169,Springwood Infant School,Local authority maintained schools,Open,Does not apply,4,7,30.3,Havant,180,21-01-2021,152,78,74,46,Good,07-03-2018,Springwood Avenue,,,Waterlooville,Hampshire,PO7 8ED,www.springwoodfederation.co.uk/,02392262078,Mrs,Joanna,Livingstone,Executive Headteacher,2
130,115940,2170,850/2170,Herne Junior School,Local authority maintained schools,Open,Does not apply,7,11,13.5,East Hampshire,480,21-01-2021,480,235,245,65,Good,18-07-2017,Love Lane,,Herne Junior School,Petersfield,Hampshire,GU31 4BP,www.hernejunior.com,01730263746,Mr,Anthony,Markham,Headteacher,2
134,115943,2175,850/2175,Ringwood Junior School,Local authority maintained schools,Open,Does not apply,7,11,13.7,New Forest,384,21-01-2021,380,180,200,52,Good,20-11-2019,Hightown Road,,,Ringwood,Hampshire,BH24 1NH,http://www.ringwood-junior.hants.sch.uk,01425473554,Mrs,Sally-Ann,Evans,Headteacher,2
135,115944,2176,850/2176,Cupernham Junior School,Local authority maintained schools,Open,Does not apply,7,11,13.6,Test Valley,360,21-01-2021,354,158,196,48,Good,20-03-2018,Bransley Close,,,Romsey,Hampshire,SO51 7JT,http://www.cupernhamjunior.com,01794512702,Mr,Simon,Mitchell-Innes,Headteacher,2
136,115945,2180,850/2180,St Mary Bourne Primary School,Local authority maintained schools,Open,Does not apply,4,11,7.2,Basingstoke and Deane,140,21-01-2021,139,71,68,10,Outstanding,26-06-2008,School Lane,St Mary Bourne,,Andover,Hampshire,SP11 6AU,www.stmarybourneschool.co.uk,01264738336,Mrs,Jacqueline,Hopkins,Headteacher,1
137,115946,2181,850/2181,Sheet Primary School,Local authority maintained schools,Open,Does not apply,4,11,9.5,East Hampshire,112,21-01-2021,105,55,50,10,Good,18-09-2019,School Lane,Sheet,,Petersfield,Hampshire,GU32 2AS,www.sheetprimaryschool.co.uk/,01730263310,Mrs,J,Robinson,Headteacher,2
138,115947,2182,850/2182,Shipton Bellinger Primary School,Local authority maintained schools,Open,Does not apply,4,11,5.8,Test Valley,209,21-01-2021,189,88,101,11,Good,05-06-2019,3 Parkhouse Road,Shipton Bellinger,,Tidworth,Hampshire,SP9 7TW,www.shiptonbellinger.hants.sch.uk/,01980843369,Mrs,Jane,Holloway,Headteacher,2
139,115948,2183,850/2183,Sopley Primary School,Local authority maintained schools,Open,Does not apply,4,11,18.3,New Forest,118,21-01-2021,82,41,41,15,Good,06-06-2018,South Ripley,Bransgore,,Christchurch,Dorset,BH23 8ET,www.sopleyprimaryschool.org/,01425672343,Mrs,Helen,Morris,Executive Headteacher,2
140,115949,2186,850/2186,Stockbridge Primary & Pre-School,Local authority maintained schools,Open,Does not apply,2,11,3.9,Test Valley,140,21-01-2021,162,105,57,5,Good,21-02-2018,Old London Road,,,Stockbridge,Hampshire,SO20 6EJ,http://www.stockbridgeprimary.co.uk,01264810550,Mrs,Emma,Jefferies,Headteacher,2
144,115952,2190,850/2190,Tadley Community Primary School,Local authority maintained schools,Open,Does not apply,4,11,11.1,Basingstoke and Deane,420,21-01-2021,288,164,124,32,Good,06-11-2019,The Green,,,Tadley,Hampshire,RG26 3PB,www.tadleyprimary.co.uk,01189813805,Mrs,Sarah,Peters,Headteacher,2
145,115953,2193,850/2193,Titchfield Primary School,Local authority maintained schools,Open,Does not apply,5,11,21.6,Fareham,210,21-01-2021,199,98,101,43,Good,09-02-2017,Southampton Road,Titchfield,,Fareham,Hampshire,PO14 4AU,www.titchfieldprimary.co.uk,01329843322,Mrs,Michelle,Stephens,Headteacher,2
146,115954,2194,850/2194,Lydlynch Infant School,Local authority maintained schools,Open,Does not apply,4,7,28,New Forest,180,21-01-2021,161,83,78,45,Good,22-05-2019,"Lydlynch Road,",Totton,,Southampton,Hampshire,SO40 3DW,http://www.federationofhazelwoodandlydlynch.co.uk/,02380863188,Miss,Jane,Phillips,Executive Headteacher,2
147,115955,2196,850/2196,Eling Infant School and Nursery,Local authority maintained schools,Open,Does not apply,4,7,22.2,New Forest,135,21-01-2021,158,87,71,35,Good,20-11-2019,School Road,Totton,,Southampton,Hampshire,SO40 9HX,http://www.elinginfant.co.uk/,02380862267,Mrs,Trina,Sillence,Headteacher,2
148,115956,2197,850/2197,Foxhills Junior School,Local authority maintained schools,Open,Does not apply,7,11,12.2,New Forest,363,21-01-2021,360,190,170,44,Good,04-03-2020,Foxhills Lane,Ashurst,New Forest,Southampton,Hampshire,SO40 7ED,http://www.foxhills-jun.hants.sch.uk,02380292126,Mr,Andrew,Shore,Headteacher,2
149,115957,2200,850/2200,Wallop Primary School,Local authority maintained schools,Open,Does not apply,4,11,10.1,Test Valley,210,21-01-2021,139,68,71,14,Good,21-02-2018,School Lane,Nether Wallop,,Stockbridge,Hampshire,SO20 8EH,http://www.wallop.hants.sch.uk,01264781216,Mr,Martin,Lambert,Headteacher,2
153,148214,2202,850/2202,Wellow Primary School,Academies,Open,Does not apply,2,11,6.2,Test Valley,246,21-01-2021,211,113,98,13,Not reported,,Romsey Road,West Wellow,,Romsey,Hampshire,SO51 6BG,www.wellow.hants.sch.uk/,01794322201,Mrs,Bethan,Larcombe,Head of School,
154,115960,2203,850/2203,Wherwell Primary School,Local authority maintained schools,Open,Does not apply,4,11,10.5,Test Valley,146,21-01-2021,143,63,80,15,Good,30-11-2017,Wherwell,,,Andover,Hampshire,SP11 7JP,www.wherwellprimary.co.uk/,01264860384,Mrs,Mary,Collins,Headteacher,2
157,115962,2206,850/2206,Stanmore Primary School,Local authority maintained schools,Open,Does not apply,4,11,36.7,Winchester,315,21-01-2021,240,121,119,88,Requires improvement,13-06-2018,Stanmore Lane,Stanmore,,Winchester,Hampshire,SO22 4AJ,http://www.stanmore.hants.sch.uk,01962852941,Mrs,Sharon,Taylor,Headteacher,3
158,115963,2211,850/2211,Winnall Primary School,Local authority maintained schools,Open,Does not apply,5,11,45.9,Winchester,210,21-01-2021,170,87,83,78,Good,23-05-2019,Garbett Road,Winnall,,Winchester,Hampshire,SO23 0NY,www.winnallprimary.com,01962853889,Mrs,Alison,Rhodes,Headteacher,2
159,115964,2213,850/2213,Padnell Junior School,Local authority maintained schools,Open,Does not apply,7,11,11.8,Havant,360,21-01-2021,356,200,156,42,Good,16-05-2019,Padnell Road,Cowplain,,Waterlooville,Hampshire,PO8 8EA,www.padnell-jun.hants.sch.uk/,02392252752,Mrs,Sarah,Luker,Headteacher,2
160,115965,2214,850/2214,Padnell Infant School,Local authority maintained schools,Open,Does not apply,4,7,12.4,Havant,270,21-01-2021,266,141,125,33,Good,28-11-2017,Padnell Avenue,Cowplain,,Waterlooville,Hampshire,PO8 8DS,www.padnell-inf.hants.sch.uk,02392263784,Mrs,Mandy,Grayson,Headteacher,2
161,115966,2215,850/2215,Hart Plain Infant School,Local authority maintained schools,Open,Does not apply,4,7,40.8,Havant,180,21-01-2021,147,85,62,60,Good,07-06-2017,Hart Plain Avenue,Cowplain,,Waterlooville,Hampshire,PO8 8RZ,www.hartplaininfants.co.uk/,02392262511,Mrs,R,Kenny,Headteacher,2
162,115967,2216,850/2216,Crofton Anne Dale Infant School,Local authority maintained schools,Open,Does not apply,4,7,8.4,Fareham,270,21-01-2021,252,128,124,21,Good,03-02-2022,Cuckoo Lane,Stubbington,,Fareham,Hampshire,PO14 3PH,www.croftonannedaleinfant.co.uk,01329662025,Mrs,Lorraine,Phillips,Executive Headteacher,2
163,115968,2217,850/2217,Fryern Infant School,Local authority maintained schools,Open,Does not apply,4,7,9.6,Eastleigh,180,21-01-2021,166,75,91,16,Good,27-09-2018,Oakmount Road,Chandler's Ford,,Eastleigh,Hampshire,SO53 2LN,www.fryern.hants.sch.uk/,02380265931,Mrs,Angela,Morrow,Headteacher,2
165,115970,2220,850/2220,Vigo Primary School,Local authority maintained schools,Open,Does not apply,5,11,33.1,Test Valley,510,21-01-2021,493,268,225,163,Requires improvement,23-05-2019,Vigo Road,,,Andover,Hampshire,SP10 1JZ,www.vigo.hants.sch.uk,01264365166,,Julie,Bray,Headteacher,3
166,115971,2223,850/2223,Winklebury Infant School,Local authority maintained schools,Open,Does not apply,4,7,23.3,Basingstoke and Deane,180,21-01-2021,120,56,64,28,Good,22-05-2018,Willoughby Way,Winklebury,,Basingstoke,Hampshire,RG23 8AF,http://www.winkleburyfederation.co.uk,01256323244,Mrs,Sarah,Mathlin,Headteacher,2
167,115972,2224,850/2224,Shamblehurst Primary School,Local authority maintained schools,Open,Does not apply,5,11,21,Eastleigh,477,21-01-2021,499,241,258,105,Good,19-09-2017,Wildern Lane,Hedge End,,Southampton,Hampshire,SO30 4EJ,www.shamblehurst.hants.sch.uk/,01489782342,Mrs,Anna,Jones,Headteacher,2
168,115973,2226,850/2226,Anton Infant School,Local authority maintained schools,Open,Does not apply,5,7,13.5,Test Valley,180,21-01-2021,178,93,85,24,Good,23-01-2019,Wellesley Road,,,Andover,Hampshire,SP10 2HF,http://www.antoninfantschool.com/,01264365168,Mrs,Kelly,Bird,Headteacher,2
169,115974,2227,850/2227,Oakridge Junior School,Local authority maintained schools,Open,Does not apply,7,11,19.1,Basingstoke and Deane,360,21-01-2021,325,151,174,62,Good,26-02-2020,Oakridge Road,,,Basingstoke,Hampshire,RG21 5RR,www.oakridgeschoolsfederation.co.uk,01256473545,Miss,Diane,Charman,Headteacher,2
170,115975,2228,850/2228,South View Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,27.1,Basingstoke and Deane,256,21-01-2021,210,109,101,54,Good,07-11-2018,Off Shooters Way,,,Basingstoke,Hampshire,RG21 5LL,http://www.southview-fed.hants.sch.uk,01256321928,Mrs,Sheila,Pape,Executive Headteacher,2
171,115976,2229,850/2229,Church Crookham Junior School,Local authority maintained schools,Open,Does not apply,7,11,8,Hart,600,21-01-2021,577,316,261,46,Outstanding,19-01-2022,Tweseldown Road,,,Fleet,Hampshire,GU52 8BW,www.crookham-jun.hants.sch.uk/,01252617664,Miss,Pam,Meek,Acting Headteacher,1
172,115977,2230,850/2230,Orchard Infant School,Local authority maintained schools,Open,Does not apply,4,7,12.8,New Forest,270,21-01-2021,250,136,114,32,Outstanding,13-11-2007,Water Lane,Dibden Purlieu,,Southampton,Hampshire,SO45 4SB,www.orchard-inf.co.uk,02380843705,Mrs,Jane,West,Headteacher,1
176,115980,2237,850/2237,Hiltingbury Infant School,Local authority maintained schools,Open,Does not apply,5,7,4.4,Eastleigh,270,21-01-2021,271,139,132,12,Outstanding,30-09-2021,Hiltingbury Road,Chandler's Ford,,Eastleigh,Hampshire,SO53 5NP,www.hiltingbury-inf.hants.sch.uk/,02380265414,Mrs,Phillippa,Longman,Headteacher,1
177,115981,2238,850/2238,Frogmore Infant School,Local authority maintained schools,Open,Does not apply,4,7,12.8,Hart,180,21-01-2021,156,78,78,20,Outstanding,10-07-2008,Green Lane,Frogmore,,Camberley,Surrey,GU17 0NY,http://www.frogmore-inf.hants.sch.uk,01252872601,Mrs,Jill,King,Headteacher,1
178,115982,2239,850/2239,Horndean Infant School,Local authority maintained schools,Open,Does not apply,3,7,13.4,East Hampshire,270,21-01-2021,270,137,133,35,Outstanding,03-12-2007,Merchistoun Road,Horndean,,Waterlooville,Hampshire,PO8 9LS,www.horndeaninfants.co.uk,02392593453,Mr,Ben,Frank,Headteacher,1
179,115983,2241,850/2241,Pennington Infant School,Local authority maintained schools,Open,Does not apply,4,7,37.1,New Forest,156,21-01-2021,98,39,59,36,Good,15-09-2021,Priestlands Road,Pennington,,Lymington,Hampshire,SO41 8HX,http://www.pennington-inf.hants.sch.uk/,01590672910,Miss,Beverly,Seed,Headteacher,2
180,115984,2242,850/2242,Westfields Junior School,Local authority maintained schools,Open,Does not apply,7,11,7,Hart,360,21-01-2021,371,189,182,26,Outstanding,14-09-2011,School Lane,,,Yateley,Hampshire,GU46 6NN,http://www.westfields-jun.hants.sch.uk,01252408218,Miss,Joanne,Redman,Headteacher,1
181,115985,2243,850/2243,Wootey Infant School,Local authority maintained schools,Open,Does not apply,4,7,25.5,East Hampshire,180,21-01-2021,137,79,58,35,Good,30-04-2019,Wooteys Way,,,Alton,Hampshire,GU34 2JA,https://www.wootey-inf.hants.sch.uk/,0142083656,Mrs,Ella,Palmer,Headteacher,2
182,115986,2246,850/2246,Mengham Infant School,Local authority maintained schools,Open,Does not apply,5,7,26.3,Havant,180,21-01-2021,171,84,87,45,Good,21-09-2016,St Mary's Road,,,Hayling Island,Hampshire,PO11 9DD,www.mengham-inf.hants.sch.uk/,02392462470,Mrs,Lindsay,Rebbitt,Headteacher,2
185,115988,2248,850/2248,Orchard Junior School,Local authority maintained schools,Open,Does not apply,7,11,15.2,New Forest,360,21-01-2021,362,186,176,55,Good,17-05-2017,Water Lane,Dibden Purlieu,,Southampton,Hampshire,SO45 4SB,www.orchardjunior.com/,02380843162,Mrs,Carol,Taylor,Headteacher,2
186,115989,2249,850/2249,Locks Heath Infant School,Local authority maintained schools,Open,Does not apply,4,7,6.7,Fareham,360,21-01-2021,345,181,164,23,Outstanding,11-11-2009,Warsash Road,Locks Heath,,Southampton,Hampshire,SO31 9NZ,www.locksheathinfant.com,01489584180,Mr,Rick,Jump,Headteacher,1
187,115990,2252,850/2252,Harrison Primary School,Local authority maintained schools,Open,Does not apply,4,11,10.8,Fareham,630,21-01-2021,622,312,310,67,Outstanding,04-03-2010,Harrison Road,,,Fareham,Hampshire,PO16 7EQ,www.harrisonprimaryschool.co.uk/,01329234016,Mrs,Sara,Gmitrowicz,Headteacher,1
188,115991,2254,850/2254,Warren Park Primary School,Local authority maintained schools,Open,Does not Apply,4,11,40.4,Havant,420,21-01-2021,421,211,210,170,Outstanding,13-11-2013,Sandleford Road,Leigh Park,,Havant,Hampshire,PO9 4LR,www.warrenpark.hants.sch.uk/,02392475502,Mrs,Elizabeth,Cooper,Headteacher,1
189,115992,2255,850/2255,Sun Hill Infant School,Local authority maintained schools,Open,Does not apply,5,7,7.4,Winchester,135,21-01-2021,135,66,69,10,Good,15-09-2021,Sun Lane,,,Alresford,Hampshire,SO24 9NB,http://www.sunhillinfants.co.uk/,01962732632,Mrs,Kim,Owen-Jones,Headteacher,2
191,115994,2257,850/2257,Westfields Infant School,Local authority maintained schools,Open,Does not apply,4,7,10.8,Hart,270,21-01-2021,249,125,124,27,Good,09-10-2019,School Lane,,,Yateley,Hampshire,GU46 6NN,www.westfields-inf.hants.sch.uk/,01252873603,Mrs,Janette,Teague,Headteacher,2
195,115997,2263,850/2263,Fair Oak Junior School,Local authority maintained schools,Open,Does not apply,7,11,14.2,Eastleigh,598,21-01-2021,563,281,282,80,Good,03-07-2019,Botley Road,Fair Oak,,Eastleigh,Hampshire,SO50 7AN,www.fairoakjunior.co.uk,02380693195,Mrs,David,Bessant,Acting Headteacher,2
196,115998,2265,850/2265,North Baddesley Junior School,Local authority maintained schools,Open,Does not apply,7,11,9.2,Test Valley,334,21-01-2021,305,150,155,28,Good,17-01-2018,Fleming Avenue,North Baddesley,,Southampton,Hampshire,SO52 9EP,http://www.northbaddesley-jun.hants.sch.uk,02380411100,Mr,Neil,Hardy,Headteacher,2
197,115999,2266,850/2266,Poulner Junior School,Local authority maintained schools,Open,Does not apply,7,11,15.7,New Forest,289,21-01-2021,293,146,147,46,Good,22-05-2019,North Poulner Road,North Poulner,,Ringwood,Hampshire,BH24 3LA,http://www.poulnerjuniorschool.com,01425474590,Mrs,Jo,Walker,Headteacher,2
198,116000,2267,850/2267,Freegrounds Junior School,Local authority maintained schools,Open,Does not apply,7,11,11.6,Eastleigh,360,21-01-2021,354,201,153,41,Good,08-03-2018,Hobb Lane,Hedge End,,Southampton,Hampshire,SO30 0GG,http://www.freegrounds-jun.hants.sch.uk,01489782295,Mr,Ryan,O'Hearn,Headteacher,2
